Shiftno,Serial,Version,PortRoute2,Baseport,PRouteLatDeg,PRouteLonEW,DVLineName,DVPortName
1402,4.14028880616e+11,10a,241,Luton,55,W,W6  Wizz Air,SZZ       Szczecin/etc  Poland
1403,4.14038880001e+11,10a,241,Luton,55,W,W6  Wizz Air,KUT      Kautasi 'David Builder' Airport
1403,4.14038885001e+11,10a,241,Luton,55,W,W6  Wizz Air,KUT      Kautasi 'David Builder' Airport
1403,4.14038910003e+11,10a,241,Luton,55,W,W6  Wizz Air,BBU       Bucharest (Baneasa)  Romania
1403,4.14038886006e+11,10a,241,Luton,55,W,W6  Wizz Air,KUT      Kautasi 'David Builder' Airport
1403,4.14038894007e+11,10a,241,Luton,55,W,W6  Wizz Air,TSR       Timisoara/etc  Romania
1403,4.14038880008e+11,10a,241,Luton,55,W,W6  Wizz Air,TSR       Timisoara/etc  Romania
1403,4.14038224009e+11,10a,241,Luton,55,W,W6  Wizz Air,KTW       Katowice/etc  Poland
1403,4.14038839009e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1403,4.1403822401e+11,10a,241,Luton,55,W,W6  Wizz Air,BEG       Belgrade  Serbia
1403,4.14038886011e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1403,4.14038855012e+11,10a,241,Luton,55,W,W6  Wizz Air,TSR       Timisoara/etc  Romania
1403,4.14038909012e+11,10a,241,Luton,55,W,W6  Wizz Air,KUT      Kautasi 'David Builder' Airport
1403,4.14038224013e+11,10a,241,Luton,55,W,W6  Wizz Air,VNO       Vilnius  Lithuania
1403,4.14038224014e+11,10a,241,Luton,55,W,W6  Wizz Air,PRG       Prague (Ruzyne)  Czech Rep
1403,4.14038886014e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1403,4.14038909014e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1403,4.14038886015e+11,10a,241,Luton,55,W,W6  Wizz Air,TSR       Timisoara/etc  Romania
1403,4.1403885502e+11,10a,241,Luton,55,W,W6  Wizz Air,KSC       Kosice/etc  Slovakia
1403,4.14038855022e+11,10a,241,Luton,55,W,W6  Wizz Air,KSC       Kosice/etc  Slovakia
1403,4.14038855023e+11,10a,241,Luton,55,W,W6  Wizz Air,BEG       Belgrade  Serbia
1403,4.14038885025e+11,10a,241,Luton,55,W,W6  Wizz Air,CRA        Craiova  Romania
1403,4.14038880026e+11,10a,241,Luton,55,W,W6  Wizz Air,DEB      Debrecen/etc  Hungary
1403,4.14038855028e+11,10a,241,Luton,55,W,W6  Wizz Air,SBZ       Sibiu Romania
1403,4.14038909028e+11,10a,241,Luton,55,W,W6  Wizz Air,SOF      Sofia  Bulgaria
1403,4.14038885029e+11,10a,241,Luton,55,W,W6  Wizz Air,SOF      Sofia  Bulgaria
1403,4.1403891003e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1403,4.14038880031e+11,10a,241,Luton,55,W,W6  Wizz Air,KTW       Katowice/etc  Poland
1403,4.14038909031e+11,10a,241,Luton,55,W,W6  Wizz Air,CRA        Craiova  Romania
1403,4.14038839032e+11,10a,241,Luton,55,W,W6  Wizz Air,KSC       Kosice/etc  Slovakia
1403,4.14038839033e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1403,4.14038910033e+11,10a,241,Luton,55,W,W6  Wizz Air,KSC       Kosice/etc  Slovakia
1403,4.14038886034e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1403,4.14038880035e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1403,4.14038886035e+11,10a,241,Luton,55,W,W6  Wizz Air,KSC       Kosice/etc  Slovakia
1403,4.14038886037e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1403,4.14038886038e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1403,4.1403888604e+11,10a,241,Luton,55,W,W6  Wizz Air,PRG       Prague (Ruzyne)  Czech Rep
1403,4.14038909042e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1403,4.14038910042e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1403,4.14038839044e+11,10a,241,Luton,55,W,W6  Wizz Air,DEB      Debrecen/etc  Hungary
1403,4.14038909044e+11,10a,241,Luton,55,W,W6  Wizz Air,PRG       Prague (Ruzyne)  Czech Rep
1403,4.14038909045e+11,10a,241,Luton,55,W,W6  Wizz Air,VNO       Vilnius  Lithuania
1403,4.14038910045e+11,10a,241,Luton,55,W,W6  Wizz Air,VNO       Vilnius  Lithuania
1405,4.14058885001e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1405,4.14058224002e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1405,4.14058839002e+11,10a,241,Luton,55,W,W6  Wizz Air,VNO       Vilnius  Lithuania
1405,4.14058885002e+11,10a,241,Luton,55,W,W6  Wizz Air,SOF      Sofia  Bulgaria
1405,4.14058909003e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1405,4.14058224007e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1405,4.14058839007e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1405,4.14058885007e+11,10a,241,Luton,55,W,W6  Wizz Air,KTW       Katowice/etc  Poland
1405,4.14058224008e+11,10a,241,Luton,55,W,W6  Wizz Air,SKP       Skopje/etc  Macedonia
1405,4.14058839009e+11,10a,241,Luton,55,W,W6  Wizz Air,IAS        Iasi Airport Romania
1405,4.14058909009e+11,10a,241,Luton,55,W,,WAW     Warsaw  Poland
1405,4.14058855012e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1405,4.14058224013e+11,10a,241,Luton,55,W,W6  Wizz Air,WRO       Wroclaw/etc  Poland
1405,4.14058855013e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1405,4.14058224014e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1405,4.14058839015e+11,10a,241,Luton,55,W,W6  Wizz Air,BCM      Bacau Romania
1405,4.14058885017e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1405,4.14058909017e+11,10a,241,Luton,55,W,W6  Wizz Air,LUZ       Lublin Airport Poland
1405,4.14058855018e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1405,4.14058909018e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1405,4.14058839019e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1405,4.14058909019e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1405,4.14058909021e+11,10a,241,Luton,55,W,W6  Wizz Air,KTW       Katowice/etc  Poland
1405,4.14058855022e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1405,4.14058885022e+11,10a,241,Luton,55,W,W6  Wizz Air,KTW       Katowice/etc  Poland
1405,4.14058885023e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1405,4.14058885024e+11,10a,241,Luton,55,W,W6  Wizz Air,SKP       Skopje/etc  Macedonia
1405,4.14058224027e+11,10a,241,Luton,55,W,W6  Wizz Air,SKP       Skopje/etc  Macedonia
1405,4.14058855028e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1405,4.14058855031e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1405,4.1405885504e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1405,4.14058224042e+11,10a,241,Luton,55,W,W6  Wizz Air,PLQ       Palanga/Klaipeda airport - Lit
1405,4.14058224045e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1405,4.14058839045e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1405,4.14058909045e+11,10a,241,Luton,55,W,W6  Wizz Air,PLQ       Palanga/Klaipeda airport - Lit
1405,4.14058224046e+11,10a,241,Luton,55,W,W6  Wizz Air,KTW       Katowice/etc  Poland
1405,4.14058855046e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1405,4.14058885049e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1405,4.1405822405e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1405,4.14058909051e+11,10a,241,Luton,55,W,W6  Wizz Air,OHD       Ohrid/etc  Macedonia
1405,4.14058909053e+11,10a,241,Luton,55,W,W6  Wizz Air,VNO       Vilnius  Lithuania
1405,4.14058224057e+11,10a,241,Luton,55,W,W6  Wizz Air,KTW       Katowice/etc  Poland
1405,4.14058909069e+11,10a,241,Luton,55,W,W6  Wizz Air,IEV       Kiev (Zhulyany)  Ukraine
1406,4.14068224002e+11,10a,241,Luton,55,W,W6  Wizz Air,BOJ       Bourgas  Bulgaria
1406,4.14068839002e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1406,4.14068886002e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1406,4.14068224004e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1406,4.14068909005e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1406,4.14068839006e+11,10a,241,Luton,55,W,W6  Wizz Air,BOJ       Bourgas  Bulgaria
1406,4.14068224007e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1406,4.14068909007e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1406,4.14068880008e+11,10a,241,Luton,55,W,W6  Wizz Air,KTW       Katowice/etc  Poland
1406,4.14068839009e+11,10a,241,Luton,55,W,W6  Wizz Air,LJU        Ljubljana  Slovenia
1406,4.14068909009e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1406,4.14068839011e+11,10a,241,Luton,55,W,W6  Wizz Air,KUN       Kaunas/etc  Lithuania
1406,4.14068886011e+11,10a,241,Luton,55,W,W6  Wizz Air,SOF      Sofia  Bulgaria
1406,4.14068839012e+11,10a,241,Luton,55,W,W6  Wizz Air,STW       Stavropol/etc  Russia
1406,4.14068885012e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1406,4.14068886012e+11,10a,241,Luton,55,W,W6  Wizz Air,SKP       Skopje/etc  Macedonia
1406,4.14068880013e+11,10a,241,Luton,55,W,W6  Wizz Air,KUN       Kaunas/etc  Lithuania
1406,4.14068885013e+11,10a,241,Luton,55,W,W6  Wizz Air,SOF      Sofia  Bulgaria
1406,4.14068880015e+11,10a,241,Luton,55,W,W6  Wizz Air,KUN       Kaunas/etc  Lithuania
1406,4.14068839016e+11,10a,241,Luton,55,W,W6  Wizz Air,RIX        Riga  Latvia
1406,4.14068839018e+11,10a,241,Luton,55,W,W6  Wizz Air,LUZ       Lublin Airport Poland
1406,4.14068880018e+11,10a,241,Luton,55,W,W6  Wizz Air,DEB      Debrecen/etc  Hungary
1406,4.14068909018e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1406,4.14068886019e+11,10a,241,Luton,55,W,W6  Wizz Air,RIX        Riga  Latvia
1406,4.1406888602e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1406,4.14068224023e+11,10a,241,Luton,55,W,W6  Wizz Air,PRN       Pristina     Kosovo
1406,4.14068839024e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1406,4.14068909024e+11,10a,241,Luton,55,W,W6  Wizz Air,LUZ       Lublin Airport Poland
1406,4.14068909026e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1406,4.14068839027e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1406,4.14068839029e+11,10a,241,Luton,55,W,W6  Wizz Air,CPH       Copenhagen  Denmark
1406,4.14068886031e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1406,4.14068885032e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1406,4.14068909034e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1406,4.14068909036e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1406,4.14068880041e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1406,4.14068880042e+11,10a,241,Luton,55,W,W6  Wizz Air,TLV       Tel Aviv  Israel
1406,4.14068885043e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1406,4.14068880044e+11,10a,241,Luton,55,W,W6  Wizz Air,TLV       Tel Aviv  Israel
1406,4.14068886046e+11,10a,241,Luton,55,W,W6  Wizz Air,PRN       Pristina     Kosovo
1406,4.14068886047e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1406,4.14068909047e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1406,4.14068839052e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1406,4.14068886053e+11,10a,241,Luton,55,W,W6  Wizz Air,Dont Know Airport
1406,4.14068839058e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1406,4.14068909059e+11,10a,241,Luton,55,W,W6  Wizz Air,IAS        Iasi Airport Romania
1406,4.1406890906e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1406,4.14068909063e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1406,4.1406883907e+11,10a,241,Luton,55,W,W6  Wizz Air,VNO       Vilnius  Lithuania
1406,4.14068839072e+11,10a,241,Luton,55,W,W6  Wizz Air,VNO       Vilnius  Lithuania
1408,4.14080000201e+11,10a,243,Luton Mig,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1408,4.14080000202e+11,10a,243,Luton Mig,55,W,W6  Wizz Air,LUZ       Lublin Airport Poland
1408,4.14080000203e+11,10a,243,Luton Mig,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1408,4.14080000301e+11,10a,243,Luton Mig,55,W,W6  Wizz Air,RIX        Riga  Latvia
1408,4.14080000303e+11,10a,243,Luton Mig,55,W,W6  Wizz Air,DEB      Debrecen/etc  Hungary
1408,4.14080000401e+11,10a,243,Luton Mig,55,W,W6  Wizz Air,RIX        Riga  Latvia
1408,4.14080000402e+11,10a,243,Luton Mig,55,W,W6  Wizz Air,SOF      Sofia  Bulgaria
1409,4.14098894103e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1409,4.14098894105e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1409,4.14098894109e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1409,4.1409889411e+11,10a,241,Luton,55,W,W6  Wizz Air,RIX        Riga  Latvia
1409,4.14098894111e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1409,4.14098894116e+11,10a,241,Luton,55,W,W6  Wizz Air,VAR       Varna  Bulgaria
1409,4.14098890201e+11,10a,241,Luton,55,W,W6  Wizz Air,KUN       Kaunas/etc  Lithuania
1409,4.14098890202e+11,10a,241,Luton,55,W,W6  Wizz Air,KUN       Kaunas/etc  Lithuania
1409,4.14098890203e+11,10a,241,Luton,55,W,W6  Wizz Air,KUN       Kaunas/etc  Lithuania
1409,4.14098890204e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1409,4.14098890206e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1409,4.14090000209e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1409,4.14098890219e+11,10a,241,Luton,55,W,W6  Wizz Air,KTW       Katowice/etc  Poland
1409,4.14098890223e+11,10a,241,Luton,55,W,W6  Wizz Air,POZ       Poznan/etc  Poland
1409,4.14098839305e+11,10a,241,Luton,55,W,W6  Wizz Air,SOF      Sofia  Bulgaria
1409,4.14098839307e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1409,4.1409883931e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1409,4.14098839317e+11,10a,241,Luton,55,W,W6  Wizz Air,RIX        Riga  Latvia
1409,4.14090000321e+11,10a,241,Luton,55,W,W6  Wizz Air,PRG       Prague (Ruzyne)  Czech Rep
1409,4.14098839322e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1409,4.14098839323e+11,10a,241,Luton,55,W,W6  Wizz Air,DEB      Debrecen/etc  Hungary
1409,4.14098886501e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1409,4.14098886502e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1409,4.14090000503e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1409,4.14090000505e+11,10a,241,Luton,55,W,W6  Wizz Air,SOF      Sofia  Bulgaria
1409,4.14098886506e+11,10a,241,Luton,55,W,W6  Wizz Air,SCV      Suceava International Airport R
1409,4.14098886511e+11,10a,241,Luton,55,W,W6  Wizz Air,KUT      Kautasi 'David Builder' Airport
1409,4.14098886513e+11,10a,241,Luton,55,W,W6  Wizz Air,RIX        Riga  Latvia
1409,4.14090000515e+11,10a,241,Luton,55,W,W6  Wizz Air,TSR       Timisoara/etc  Romania
1409,4.14098886516e+11,10a,241,Luton,55,W,W6  Wizz Air,PRG       Prague (Ruzyne)  Czech Rep
1409,4.14090000517e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1409,4.14090000518e+11,10a,241,Luton,55,W,W6  Wizz Air,POZ       Poznan/etc  Poland
1410,4.14108839202e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1410,4.14100000204e+11,10a,241,Luton,55,W,W6  Wizz Air,KSC       Kosice/etc  Slovakia
1410,4.14108839209e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1410,4.14108839218e+11,10a,241,Luton,55,W,W6  Wizz Air,CRA        Craiova  Romania
1410,4.1410883922e+11,10a,241,Luton,55,W,W6  Wizz Air,RIX        Riga  Latvia
1410,4.14108839221e+11,10a,241,Luton,55,W,W6  Wizz Air,KTW       Katowice/etc  Poland
1410,4.14108839222e+11,10a,241,Luton,55,W,W6  Wizz Air,KTW       Katowice/etc  Poland
1410,4.14108890301e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1410,4.14108890302e+11,10a,241,Luton,55,W,W6  Wizz Air,KSC       Kosice/etc  Slovakia
1410,4.14108890303e+11,10a,241,Luton,55,W,W6  Wizz Air,KSC       Kosice/etc  Slovakia
1410,4.14108890304e+11,10a,241,Luton,55,W,W6  Wizz Air,BJV       Bodrum/etc  Turkey
1410,4.14108890307e+11,10a,241,Luton,55,W,W6  Wizz Air,SCV      Suceava International Airport R
1410,4.14108890312e+11,10a,241,Luton,55,W,W6  Wizz Air,SBZ       Sibiu Romania
1410,4.14108890315e+11,10a,241,Luton,55,W,W6  Wizz Air,VAR       Varna  Bulgaria
1410,4.14108890316e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1410,4.14108890317e+11,10a,241,Luton,55,W,W6  Wizz Air,PLQ       Palanga/Klaipeda airport - Lit
1410,4.14108890318e+11,10a,241,Luton,55,W,W6  Wizz Air,PRG       Prague (Ruzyne)  Czech Rep
1410,4.14108890319e+11,10a,241,Luton,55,W,W6  Wizz Air,PLQ       Palanga/Klaipeda airport - Lit
1410,4.14108855406e+11,10a,241,Luton,55,W,W6  Wizz Air,SCV      Suceava International Airport R
1410,4.14108855414e+11,10a,241,Luton,55,W,W6  Wizz Air,SBZ       Sibiu Romania
1410,4.14108855415e+11,10a,241,Luton,55,W,W6  Wizz Air,KTW       Katowice/etc  Poland
1410,4.14108855422e+11,10a,241,Luton,55,W,W6  Wizz Air,PLQ       Palanga/Klaipeda airport - Lit
1410,4.14108855426e+11,10a,241,Luton,55,W,W6  Wizz Air,OHD       Ohrid/etc  Macedonia
1410,4.14108885502e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1410,4.14108885504e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1410,4.14108885505e+11,10a,241,Luton,55,W,W6  Wizz Air,KSC       Kosice/etc  Slovakia
1410,4.14100000508e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1410,4.1410888551e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1410,4.14108885517e+11,10a,241,Luton,55,W,W6  Wizz Air,CRA        Craiova  Romania
1410,4.14100000519e+11,10a,241,Luton,55,W,W6  Wizz Air,RIX        Riga  Latvia
1410,4.1410888552e+11,10a,241,Luton,55,W,W6  Wizz Air,TSR       Timisoara/etc  Romania
1410,4.14108885521e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1410,4.14108885522e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1410,4.14108886603e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1410,4.14108886604e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1410,4.14108886607e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1410,4.14108886618e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1410,4.14108886619e+11,10a,241,Luton,55,W,W6  Wizz Air,PRG       Prague (Ruzyne)  Czech Rep
1410,4.1410888662e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1411,4.14118894101e+11,10a,241,Luton,55,W,W6  Wizz Air,VNO       Vilnius  Lithuania
1411,4.14118894102e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1411,4.14118894103e+11,10a,241,Luton,55,W,W6  Wizz Air,SOF      Sofia  Bulgaria
1411,4.14118894104e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1411,4.14118855201e+11,10a,241,Luton,55,W,W6  Wizz Air,RIX        Riga  Latvia
1411,4.14118855203e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1411,4.14118855204e+11,10a,241,Luton,55,W,W6  Wizz Air,WRO       Wroclaw/etc  Poland
1411,4.14118855209e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1411,4.1411885521e+11,10a,241,Luton,55,W,W6  Wizz Air,LUZ       Lublin Airport Poland
1411,4.14118855221e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1411,4.14118880301e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1411,4.14118880302e+11,10a,241,Luton,55,W,W6  Wizz Air,RIX        Riga  Latvia
1411,4.14110000303e+11,10a,241,Luton,55,W,W6  Wizz Air,VNO       Vilnius  Lithuania
1411,4.14118880304e+11,10a,241,Luton,55,W,W6  Wizz Air,WRO       Wroclaw/etc  Poland
1411,4.14118880305e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1411,4.14118880306e+11,10a,241,Luton,55,W,W6  Wizz Air,IAS        Iasi Airport Romania
1411,4.14110000315e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1411,4.14118880321e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1411,4.14118880322e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1411,4.14118886401e+11,10a,241,Luton,55,W,W6  Wizz Air,RIX        Riga  Latvia
1411,4.14118886402e+11,10a,241,Luton,55,W,W6  Wizz Air,RIX        Riga  Latvia
1411,4.14118886403e+11,10a,241,Luton,55,W,W6  Wizz Air,GDN       Gdansk/etc  Poland
1411,4.14118886404e+11,10a,241,Luton,55,W,W6  Wizz Air,SOF      Sofia  Bulgaria
1411,4.14118886408e+11,10a,241,Luton,55,W,W6  Wizz Air,POZ       Poznan/etc  Poland
1411,4.14110000412e+11,10a,241,Luton,55,W,W6  Wizz Air,SZZ       Szczecin/etc  Poland
1411,4.14118885501e+11,10a,241,Luton,55,W,W6  Wizz Air,WAW     Warsaw  Poland
1411,4.14118885502e+11,10a,241,Luton,55,W,W6  Wizz Air,IAS        Iasi Airport Romania
1411,4.14118885503e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1411,4.14118885504e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1411,4.14118885505e+11,10a,241,Luton,55,W,W6  Wizz Air,LUZ       Lublin Airport Poland
1411,4.14118885507e+11,10a,241,Luton,55,W,W6  Wizz Air,SOF      Sofia  Bulgaria
1411,4.1411000051e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1412,4.14128894101e+11,10a,241,Luton,55,W,W6  Wizz Air,LUZ       Lublin Airport Poland
1412,4.14128894103e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1412,4.14128855201e+11,10a,241,Luton,55,W,W6  Wizz Air,VNO       Vilnius  Lithuania
1412,4.14128855202e+11,10a,241,Luton,55,W,W6  Wizz Air,VNO       Vilnius  Lithuania
1412,4.14128855209e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1412,4.14128855218e+11,10a,241,Luton,55,W,W6  Wizz Air,KSC       Kosice/etc  Slovakia
1412,4.14128885301e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1412,4.14128885302e+11,10a,241,Luton,55,W,W6  Wizz Air,VNO       Vilnius  Lithuania
1412,4.14120000303e+11,10a,241,Luton,55,W,W6  Wizz Air,LUZ       Lublin Airport Poland
1412,4.14128885304e+11,10a,241,Luton,55,W,W6  Wizz Air,LUZ       Lublin Airport Poland
1412,4.14120000307e+11,10a,241,Luton,55,W,W6  Wizz Air,SKP       Skopje/etc  Macedonia
1412,4.14128885312e+11,10a,241,Luton,55,W,W6  Wizz Air,BUD       Budapest  Hungary
1412,4.14128885317e+11,10a,241,Luton,55,W,W6  Wizz Air,KSC       Kosice/etc  Slovakia
1412,4.14120000318e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1412,4.14128885321e+11,10a,241,Luton,55,W,W6  Wizz Air,CLJ         Cluj Napoca  Romania
1412,4.14128885322e+11,10a,241,Luton,55,W,W6  Wizz Air,OTP       Bucharest (Otopeni)  Romania
1412,4.14128880401e+11,10a,241,Luton,55,W,W6  Wizz Air,IAS        Iasi Airport Romania
